vessel_id,port_id,berth_id,arrival_time_hr,unload_start_hr,unload_end_hr,unloading_time_hr,waiting_time_hr
V08793,P016,1,9.06,268.36,295.24,26.88,259.3
V01804,P016,4,14.59,268.59,290.2,21.61,254.01
V08831,P016,5,17.63,271.34,289.95,18.61,253.71
V02649,P016,2,25.15,278.0,289.1,11.1,252.86
V03615,P016,3,26.44,283.53,293.76,10.23,257.09
V06233,P016,2,30.85,289.1,295.07,5.97,258.26
V00080,P016,5,7.04,289.95,319.96,30.01,282.91
V02909,P016,4,17.12,290.2,310.64,20.44,273.09
V05098,P016,3,18.3,293.76,313.06,19.3,275.46
V08609,P016,2,29.71,295.07,303.1,8.03,265.37
V02598,P016,1,36.59,295.24,296.49,1.25,258.65
V00880,P016,1,11.93,296.49,322.68,26.19,284.56
V02960,P016,2,35.7,303.1,305.66,2.56,267.4
V00825,P016,2,30.54,305.66,313.4,7.74,275.13
V04629,P016,4,37.23,310.64,311.93,1.29,273.41
V01562,P016,4,23.39,311.93,327.12,15.19,288.54
V08516,P016,3,20.82,313.06,331.53,18.47,292.24
V06899,P016,2,16.17,313.4,336.56,23.16,297.24
V01170,P016,5,35.15,319.96,324.23,4.27,284.81
V03281,P016,1,24.98,322.68,337.22,14.54,297.7
V01382,P016,5,21.54,324.23,342.41,18.18,302.7
V04432,P016,4,26.24,327.12,340.71,13.59,300.89
V06837,P016,3,24.03,331.53,347.34,15.81,307.51
V04064,P016,2,18.97,336.56,357.75,21.19,317.59
V09403,P016,1,36.34,337.22,341.07,3.85,300.88
V09706,P016,4,14.67,340.71,366.26,25.55,326.04
V00032,P016,1,9.6,341.07,371.96,30.89,331.47
V02818,P016,5,2.89,342.41,380.06,37.65,339.53
V07098,P016,3,7.2,347.34,380.86,33.52,340.15
V09956,P016,2,16.29,357.75,382.18,24.43,341.46
V00914,P016,4,20.4,366.26,386.61,20.35,345.87
V01026,P016,1,30.42,371.96,382.31,10.35,341.54
V09479,P016,5,25.38,380.06,395.56,15.5,354.68
V01326,P016,3,29.32,380.86,392.44,11.58,351.55
V09322,P016,2,39.94,382.18,383.27,1.09,342.25
V06502,P016,1,6.07,382.31,417.74,35.43,376.24
V08066,P016,2,3.1,383.27,421.86,38.59,380.17
V08611,P016,4,20.18,386.61,408.14,21.53,366.43
V09325,P016,3,19.41,392.44,414.81,22.37,373.04
V04187,P016,5,10.72,395.56,426.64,31.08,384.85
V09799,P016,4,21.25,408.14,428.76,20.62,386.89
V01954,P016,3,40.98,414.81,415.83,1.02,373.83
V02590,P016,3,39.28,415.83,418.61,2.78,376.55
V03907,P016,1,25.12,417.74,434.85,17.11,392.62
V04952,P016,3,8.48,418.61,452.41,33.8,410.13
V08268,P016,2,25.51,421.86,438.66,16.8,396.36
V02589,P016,5,12.07,426.64,456.92,30.28,414.57
V02431,P016,4,27.4,428.76,443.72,14.96,401.36
V03930,P016,1,9.8,434.85,467.53,32.68,425.05
V09014,P016,2,9.59,438.66,471.59,32.93,429.07
V02666,P016,4,24.81,443.72,461.51,17.79,418.91
V06128,P016,3,24.48,452.41,471.05,18.64,427.93
V04957,P016,5,17.85,456.92,482.23,25.31,439.07
V07563,P016,4,9.18,461.51,495.58,34.07,452.33
V00607,P016,1,13.7,467.53,497.14,29.61,453.84
V01222,P016,3,13.81,471.05,500.64,29.59,457.24
V03061,P016,2,16.58,471.59,498.6,27.01,455.02
V08706,P016,5,39.15,482.23,486.79,4.56,443.09
V06147,P016,5,27.59,486.79,502.93,16.14,459.2
V01460,P016,4,32.91,495.58,506.43,10.85,462.67
V06841,P016,1,42.86,497.14,498.06,0.92,454.28
V02047,P016,1,7.46,498.06,534.67,36.61,490.6
V04460,P016,2,29.3,498.6,513.4,14.8,469.31
V08785,P016,3,27.48,500.64,517.5,16.86,473.17
V03046,P016,5,41.14,502.93,506.3,3.37,461.8
V00689,P016,5,39.28,506.3,511.58,5.28,467.02
V06250,P016,4,14.43,506.43,536.66,30.23,492.0
V01962,P016,5,21.4,511.58,534.91,23.33,490.18
V07085,P016,2,40.93,513.4,517.25,3.85,472.47
V09349,P016,2,37.91,517.25,524.14,6.89,479.35
V07457,P016,3,28.66,517.5,533.65,16.15,488.84
V02380,P016,2,38.19,524.14,530.92,6.78,485.96
V00001,P016,2,30.2,530.92,546.24,15.32,500.72
V03187,P016,3,34.29,533.65,545.08,11.43,499.36
V02173,P016,1,25.38,534.67,555.1,20.43,509.29
V08160,P016,5,40.47,534.91,540.62,5.71,494.44
V02591,P016,4,39.13,536.66,543.75,7.09,497.53
V08901,P016,5,30.52,540.62,556.36,15.74,510.1
V00082,P016,4,39.36,543.75,550.66,6.91,504.39
V07258,P016,3,3.87,545.08,587.49,42.41,541.22
V03018,P016,2,27.22,546.24,565.3,19.06,519.02
V04298,P016,4,23.77,550.66,573.42,22.76,526.89
V04663,P016,1,38.28,555.1,563.38,8.28,516.82
V07368,P016,5,26.15,556.36,577.17,20.81,530.21
V05068,P016,1,21.3,563.38,589.04,25.66,542.08
V06342,P016,2,36.01,565.3,576.44,11.14,529.3
V05941,P016,4,30.53,573.42,590.12,16.7,542.89
V06545,P016,2,29.21,576.44,594.68,18.24,547.23
V04017,P016,5,41.04,577.17,583.65,6.48,536.13
V08037,P016,5,19.97,583.65,611.29,27.64,563.69
V09927,P016,3,21.23,587.49,614.02,26.53,566.26
V07890,P016,1,21.68,589.04,615.23,26.19,567.36
V00829,P016,4,36.71,590.12,601.4,11.28,553.41
V08571,P016,2,42.69,594.68,600.13,5.45,551.99
V00830,P016,2,30.24,600.13,618.47,18.34,569.9
V09747,P016,4,38.12,601.4,611.89,10.49,563.28
V07298,P016,5,25.6,611.29,634.41,23.12,585.69
V04843,P016,4,34.38,611.89,626.32,14.43,577.52
V07097,P016,3,44.66,614.02,618.22,4.2,569.36
V05524,P016,1,23.83,615.23,640.41,25.18,591.4
V03611,P016,3,37.05,618.22,630.23,12.01,581.18
V08147,P016,2,17.61,618.47,649.97,31.5,600.86
V06988,P016,4,41.69,626.32,633.96,7.64,584.63
V07424,P016,3,19.94,630.23,659.69,29.46,610.29
V06629,P016,4,35.59,633.96,647.94,13.98,598.38
V05859,P016,5,6.25,634.41,677.76,43.35,628.16
V02215,P016,1,42.99,640.41,647.04,6.63,597.43
V01042,P016,1,44.56,647.04,652.25,5.21,602.48
V08074,P016,4,34.24,647.94,663.49,15.55,613.7
V08415,P016,2,7.78,649.97,692.2,42.23,642.19
V07480,P016,1,47.98,652.25,654.46,2.21,604.27
V07334,P016,1,24.84,654.46,679.98,25.52,629.62
V06422,P016,3,43.26,659.69,666.82,7.13,616.43
V08556,P016,4,30.31,663.49,683.77,20.28,633.18
V05223,P016,3,9.58,666.82,707.85,41.03,657.24
V06321,P016,5,30.64,677.76,697.99,20.23,647.13
V08638,P016,1,32.69,679.98,698.19,18.21,647.29
V06461,P016,4,35.59,683.77,699.1,15.33,648.19
V05484,P016,2,40.2,692.2,702.92,10.72,652.0
V05841,P016,5,26.7,697.99,722.25,24.26,671.29
V01363,P016,1,33.18,698.19,716.0,17.81,665.01
V01610,P016,4,42.14,699.1,708.03,8.93,656.96
V02841,P016,2,20.66,702.92,733.34,30.42,682.26
V01566,P016,3,38.82,707.85,720.18,12.33,669.04
V09995,P016,4,7.47,708.03,751.77,43.74,700.56
V06727,P016,1,45.7,716.0,721.68,5.68,670.3
V00439,P016,3,50.22,720.18,721.41,1.23,669.96
V04335,P016,3,33.63,721.41,739.47,18.06,687.78
V04245,P016,1,23.19,721.68,750.29,28.61,698.49
V08141,P016,5,11.55,722.25,762.77,40.52,710.71
V00957,P016,2,39.75,733.34,745.97,12.63,693.59
V01627,P016,3,12.15,739.47,779.96,40.49,727.32
V02533,P016,2,38.97,745.97,759.91,13.94,707.01
V02050,P016,1,10.94,750.29,792.74,42.45,739.36
V05687,P016,4,24.02,751.77,781.18,29.41,727.75
V01160,P016,2,3.38,759.91,810.17,50.26,756.54
V03073,P016,5,32.96,762.77,783.61,20.84,729.81
V02549,P016,3,24.41,779.96,809.4,29.44,755.56
V09031,P016,4,17.54,781.18,817.82,36.64,763.65
V00711,P016,5,48.23,783.61,789.63,6.02,735.39
V02227,P016,5,25.94,789.63,818.32,28.69,763.69
V07240,P016,1,21.27,792.74,826.47,33.73,771.47
V03382,P016,3,46.03,809.4,818.53,9.13,763.38
V07677,P016,2,42.61,810.17,822.73,12.56,767.56
V03901,P016,4,39.76,817.82,833.3,15.48,778.06
V02994,P016,5,46.16,818.32,827.43,9.11,772.16
V02013,P016,3,43.1,818.53,830.72,12.19,775.43
V02482,P016,2,43.24,822.73,835.4,12.67,779.49
V01260,P016,1,50.98,826.47,831.53,5.06,775.49
V03080,P016,5,43.29,827.43,840.53,13.1,784.14
V00211,P016,3,25.06,830.72,862.33,31.61,805.66
V07434,P016,1,29.61,831.53,858.68,27.15,801.93
V06693,P016,4,34.99,833.3,855.24,21.94,798.32
V01153,P016,2,54.41,835.4,837.94,2.54,780.99
V05179,P016,2,35.89,837.94,859.37,21.43,802.06
V08220,P016,5,40.51,840.53,857.4,16.87,800.03
V06457,P016,4,36.02,855.24,876.71,21.47,819.22
V09161,P016,5,52.2,857.4,862.74,5.34,805.21
V02273,P016,1,23.33,858.68,892.95,34.27,835.35
V02100,P016,2,23.63,859.37,893.52,34.15,835.74
V04785,P016,3,30.47,862.33,889.68,27.35,831.86
V04153,P016,5,52.99,862.74,867.62,4.88,809.75
V08540,P016,5,47.61,867.62,877.99,10.37,820.01
V02919,P016,4,53.5,876.71,881.61,4.9,823.22
V07301,P016,5,11.17,877.99,925.23,47.24,866.82
V07841,P016,4,28.55,881.61,911.91,30.3,853.06
V02077,P016,3,25.89,889.68,922.93,33.25,863.79
V00658,P016,1,24.81,892.95,927.35,34.4,868.14
V03296,P016,2,8.76,893.52,944.1,50.58,884.76
V07402,P016,4,37.34,911.91,934.11,22.2,874.57
V08917,P016,3,41.37,922.93,941.21,18.28,881.56
V05736,P016,5,53.92,925.23,931.04,5.81,871.31
V02246,P016,1,58.78,927.35,928.95,1.6,868.57
V00480,P016,1,41.78,928.95,947.61,18.66,887.17
V05003,P016,5,53.14,931.04,938.42,7.38,877.9
V00560,P016,4,28.39,934.11,966.25,32.14,905.72
V01033,P016,5,18.66,938.42,980.44,42.02,919.77
V04224,P016,3,53.13,941.21,948.97,7.76,888.09
V00888,P016,2,22.71,944.1,982.33,38.23,921.39
V00412,P016,1,49.24,947.61,959.54,11.93,898.37
V02904,P016,3,21.18,948.97,989.23,40.26,927.8
V02889,P016,1,37.38,959.54,983.8,24.26,922.16
V09661,P016,4,25.88,966.25,1002.09,35.84,940.38
V06542,P016,5,56.18,980.44,985.98,5.54,924.27
V09570,P016,2,50.15,982.33,994.16,11.83,932.19
V07128,P016,1,24.21,983.8,1021.72,37.92,959.59
V03137,P016,5,34.7,985.98,1013.74,27.76,951.28
V07361,P016,3,44.89,989.23,1006.84,17.61,944.35
V05918,P016,2,41.5,994.16,1015.42,21.26,952.67
V04865,P016,4,18.47,1002.09,1046.46,44.37,983.63
V05271,P016,3,29.27,1006.84,1040.51,33.67,977.58
V04526,P016,5,35.0,1013.74,1041.7,27.96,978.74
V02751,P016,2,51.76,1015.42,1026.92,11.5,963.67
V05958,P016,1,25.86,1021.72,1059.19,37.47,995.86
V06127,P016,2,25.04,1026.92,1065.43,38.51,1001.89
V01613,P016,3,51.93,1040.51,1052.26,11.75,988.58
V05795,P016,5,53.35,1041.7,1052.14,10.44,988.35
V04031,P016,4,49.45,1046.46,1061.54,15.08,997.02
V01540,P016,5,29.54,1052.14,1087.27,35.13,1022.61
V05049,P016,3,28.4,1052.26,1088.66,36.4,1023.87
V09423,P016,1,29.02,1059.19,1095.06,35.87,1030.17
V08498,P016,4,62.75,1061.54,1063.89,2.35,998.8
V05034,P016,4,28.14,1063.89,1101.23,37.34,1035.75
V03122,P016,2,33.96,1065.43,1097.06,31.63,1031.47
V02249,P016,5,57.85,1087.27,1095.15,7.88,1029.42
V01364,P016,3,49.35,1088.66,1105.49,16.83,1039.31
V04013,P016,1,62.44,1095.06,1098.94,3.88,1032.62
V08670,P016,5,37.07,1095.15,1124.49,29.34,1058.08
V06481,P016,2,46.24,1097.06,1117.31,20.25,1050.82
V06207,P016,1,12.88,1098.94,1152.68,53.74,1086.07
V01148,P016,4,52.68,1101.23,1115.18,13.95,1048.55
V09202,P016,3,37.01,1105.49,1135.14,29.65,1068.49
V06049,P016,4,50.88,1115.18,1130.98,15.8,1064.3
V04107,P016,2,60.44,1117.31,1123.7,6.39,1056.87
V07130,P016,2,47.45,1123.7,1143.24,19.54,1076.25
V09951,P016,5,34.91,1124.49,1157.59,33.1,1089.58
V06420,P016,4,41.28,1130.98,1157.73,26.75,1089.7
V07031,P016,3,43.74,1135.14,1159.45,24.31,1091.41
V06761,P016,2,36.1,1143.24,1175.32,32.08,1107.15
V00756,P016,1,45.96,1152.68,1175.05,22.37,1106.72
V09788,P016,5,27.63,1157.59,1198.3,40.71,1129.97
V00194,P016,4,31.34,1157.73,1194.93,37.2,1126.39
V06956,P016,3,26.33,1159.45,1201.84,42.39,1133.12
V00054,P016,1,65.54,1175.05,1178.25,3.2,1109.51
V00985,P016,2,61.46,1175.32,1182.9,7.58,1113.87
V05202,P016,1,63.36,1178.25,1184.26,6.01,1114.89
V09785,P016,2,35.72,1182.9,1216.66,33.76,1147.19
V08237,P016,1,59.73,1184.26,1194.04,9.78,1124.53
V02424,P016,1,33.16,1194.04,1230.4,36.36,1160.88
V01086,P016,4,36.29,1194.93,1228.22,33.29,1158.64
V07250,P016,5,37.39,1198.3,1230.65,32.35,1160.91
V05249,P016,3,24.68,1201.84,1247.12,45.28,1177.16
V00738,P016,2,55.6,1216.66,1231.19,14.53,1161.07
V04606,P016,4,44.4,1228.22,1254.09,25.87,1183.82
V02845,P016,1,41.35,1230.4,1259.53,29.13,1189.05
V05946,P016,5,23.49,1230.65,1277.8,47.15,1207.16
V07080,P016,2,35.41,1231.19,1266.45,35.26,1195.78
V01709,P016,3,48.49,1247.12,1269.72,22.6,1198.63
V01371,P016,4,44.66,1254.09,1280.78,26.69,1209.44
V08364,P016,1,52.05,1259.53,1278.84,19.31,1207.49
V03869,P016,2,40.2,1266.45,1297.72,31.27,1226.25
V08011,P016,3,48.11,1269.72,1293.47,23.75,1221.61
V06317,P016,5,51.89,1277.8,1298.0,20.2,1225.92
V06037,P016,1,54.97,1278.84,1296.19,17.35,1223.87
V09827,P016,4,43.01,1280.78,1310.25,29.47,1237.78
V04052,P016,3,53.05,1293.47,1313.01,19.54,1240.42
V04754,P016,1,34.09,1296.19,1334.73,38.54,1262.1
V07063,P016,2,32.62,1297.72,1337.94,40.22,1265.1
V01788,P016,5,38.6,1298.0,1332.3,34.3,1259.4
V00486,P016,4,44.98,1310.25,1338.23,27.98,1265.27
V07038,P016,3,49.07,1313.01,1337.17,24.16,1263.94
V08745,P016,5,68.29,1332.3,1337.28,4.98,1264.01
V04123,P016,1,40.47,1334.73,1367.77,33.04,1294.26
V00083,P016,3,20.29,1337.17,1390.66,53.49,1316.88
V07794,P016,5,35.57,1337.28,1375.51,38.23,1301.72
V03169,P016,2,48.53,1337.94,1363.35,25.41,1289.41
V09146,P016,4,41.38,1338.23,1370.87,32.64,1296.86
V05520,P016,2,38.61,1363.35,1398.79,35.44,1324.74
V02721,P016,1,55.85,1367.77,1386.39,18.62,1311.92
V04528,P016,4,70.3,1370.87,1375.18,4.31,1300.57
V04974,P016,4,71.99,1375.18,1378.39,3.21,1303.2
V03337,P016,5,44.1,1375.51,1406.9,31.39,1331.41
V00897,P016,4,37.37,1378.39,1416.54,38.15,1341.03
V03912,P016,1,30.81,1386.39,1431.19,44.8,1355.58
V09946,P016,3,18.33,1390.66,1448.06,57.4,1372.33
V08206,P016,2,23.19,1398.79,1451.53,52.74,1375.61
V01488,P016,5,51.71,1406.9,1431.26,24.36,1355.2
V04422,P016,4,61.32,1416.54,1431.3,14.76,1355.22
V02312,P016,1,49.63,1431.19,1457.76,26.57,1381.56
V08834,P016,5,25.68,1431.26,1481.9,50.64,1405.58
V03886,P016,4,43.2,1431.3,1464.5,33.2,1388.11
V02788,P016,3,10.06,1448.06,1514.54,66.48,1438.01
V04265,P016,2,36.2,1451.53,1492.16,40.63,1415.34
V03447,P016,1,61.03,1457.76,1473.89,16.13,1396.73
V04323,P016,4,40.07,1464.5,1501.7,37.2,1424.43
V06811,P016,1,44.45,1473.89,1506.73,32.84,1429.44
V05966,P016,5,69.94,1481.9,1489.3,7.4,1411.97
V07345,P016,5,37.26,1489.3,1530.04,40.74,1452.04
V03375,P016,2,57.47,1492.16,1512.88,20.72,1434.7
V00511,P016,4,67.94,1501.7,1512.35,10.65,1433.76
V01509,P016,1,49.51,1506.73,1535.83,29.1,1457.22
V09197,P016,4,74.34,1512.35,1516.67,4.32,1438.02
V04302,P016,2,54.7,1512.88,1536.84,23.96,1458.18
V01275,P016,3,52.33,1514.54,1541.91,27.37,1462.21
V00945,P016,4,18.45,1516.67,1578.25,61.58,1498.22
V01374,P016,5,36.7,1530.04,1573.79,43.75,1493.34
V05512,P016,1,48.42,1535.83,1568.06,32.23,1487.41
V02217,P016,2,56.56,1536.84,1561.07,24.23,1480.29
V03126,P016,3,80.5,1541.91,1542.38,0.47,1461.41
V06399,P016,3,56.41,1542.38,1567.1,24.72,1485.97
V06425,P016,2,29.42,1561.07,1613.13,52.06,1531.65
V04346,P016,3,46.59,1567.1,1602.46,35.36,1520.51
V09679,P016,1,68.35,1568.06,1582.62,14.56,1499.71
V04457,P016,5,67.91,1573.79,1589.25,15.46,1505.89
V07441,P016,4,41.69,1578.25,1619.98,41.73,1536.56
V08236,P016,1,30.46,1582.62,1636.28,53.66,1552.16
V06301,P016,5,57.47,1589.25,1616.66,27.41,1531.78
V04641,P016,3,60.46,1602.46,1626.9,24.44,1542.0
V09815,P016,2,61.15,1613.13,1636.9,23.77,1551.99
V06538,P016,5,67.56,1616.66,1634.04,17.38,1549.1
V05843,P016,4,10.15,1619.98,1695.01,75.03,1609.84
V04696,P016,3,72.77,1626.9,1639.51,12.61,1554.13
V09564,P016,5,53.66,1634.04,1665.83,31.79,1580.39
V05265,P016,1,56.27,1636.28,1665.49,29.21,1580.01
V01432,P016,2,31.61,1636.9,1691.06,54.16,1605.3
V04037,P016,3,82.62,1639.51,1642.81,3.3,1556.89
V03250,P016,3,43.64,1642.81,1685.3,42.49,1599.18
V05086,P016,1,57.84,1665.49,1693.83,28.34,1607.65
V06508,P016,5,71.79,1665.83,1680.39,14.56,1594.05
V01983,P016,5,30.55,1680.39,1736.52,56.13,1649.84
V05412,P016,3,18.8,1685.3,1753.21,67.91,1666.51
V03429,P016,2,76.38,1691.06,1701.58,10.52,1614.68
V09485,P016,1,82.84,1693.83,1697.96,4.13,1610.99
V05246,P016,4,57.77,1695.01,1724.67,29.66,1637.24
V00615,P016,1,66.13,1697.96,1719.31,21.35,1631.84
V06699,P016,2,46.23,1701.58,1743.09,41.51,1655.35
V03528,P016,1,65.59,1719.31,1741.51,22.2,1653.72
V05616,P016,4,69.65,1724.67,1742.95,18.28,1655.03
V00788,P016,5,55.67,1736.52,1769.38,32.86,1680.86
V07604,P016,1,59.7,1741.51,1771.1,29.59,1681.81
V00155,P016,4,50.53,1742.95,1782.03,39.08,1692.43
V00438,P016,2,55.34,1743.09,1778.93,35.84,1687.75
V02611,P016,3,72.69,1753.21,1772.41,19.2,1680.52
V05125,P016,5,88.69,1769.38,1772.67,3.29,1680.69
V08015,P016,1,65.15,1771.1,1798.28,27.18,1705.95
V00285,P016,3,65.64,1772.41,1799.19,26.78,1706.77
V01583,P016,5,28.61,1772.67,1836.68,64.01,1744.06
V03602,P016,2,56.37,1778.93,1815.5,36.57,1722.57
V08358,P016,4,35.71,1782.03,1839.38,57.35,1746.32
V05097,P016,1,70.52,1798.28,1821.02,22.74,1727.76
V08387,P016,3,62.7,1799.19,1829.75,30.56,1736.49
V02306,P016,2,35.43,1815.5,1873.81,58.31,1780.08
V04272,P016,1,68.97,1821.02,1846.26,25.24,1752.05
V01038,P016,3,65.03,1829.75,1859.5,29.75,1764.72
V04673,P016,5,81.53,1836.68,1850.08,13.4,1755.16
V00229,P016,4,86.97,1839.38,1847.89,8.51,1752.42
V00026,P016,1,80.99,1846.26,1861.34,15.08,1765.27
V01019,P016,4,68.4,1847.89,1875.98,28.09,1779.49
V05062,P016,5,94.83,1850.08,1851.76,1.68,1755.25
V02927,P016,5,57.92,1851.76,1891.08,39.32,1793.84
V05789,P016,3,78.72,1859.5,1878.67,19.17,1780.78
V01429,P016,1,87.17,1861.34,1872.82,11.48,1774.18
V06634,P016,1,61.56,1872.82,1910.47,37.65,1811.26
V02455,P016,2,49.32,1873.81,1923.99,50.18,1824.5
V02578,P016,4,39.41,1875.98,1937.84,61.86,1836.57
V09660,P016,3,56.3,1878.67,1923.95,45.28,1822.38
V04847,P016,5,72.96,1891.08,1919.96,28.88,1818.12
V08886,P016,1,38.38,1910.47,1973.94,63.47,1872.09
V04469,P016,5,57.41,1919.96,1964.56,44.6,1862.55
V01757,P016,3,48.74,1923.95,1977.4,53.45,1875.21
V03125,P016,2,82.43,1923.99,1944.87,20.88,1841.57
V04494,P016,4,94.15,1937.84,1947.4,9.56,1843.69
V05974,P016,2,55.87,1944.87,1993.15,48.28,1889.01
V02521,P016,4,85.77,1947.4,1966.18,18.78,1861.64
V01049,P016,5,63.89,1964.56,2005.38,40.82,1900.67
V04967,P016,4,68.81,1966.18,2002.1,35.92,1897.38
V03038,P016,1,68.53,1973.94,2010.34,36.4,1905.41
V00479,P016,3,64.71,1977.4,2018.23,40.83,1912.7
V06826,P016,2,94.71,1993.15,2005.05,11.9,1898.44
V03619,P016,4,105.34,2002.1,2003.53,1.43,1896.76
V00031,P016,4,83.69,2003.53,2026.76,23.23,1919.85
V01746,P016,2,50.41,2005.05,2062.24,57.19,1954.64
V06935,P016,5,95.6,2005.38,2017.47,12.09,1909.79
V03340,P016,1,51.2,2010.34,2066.92,56.58,1959.14
V03331,P016,5,62.29,2017.47,2064.15,46.68,1955.18
V02792,P016,3,97.62,2018.23,2029.59,11.36,1920.61
V05567,P016,4,46.16,2026.76,2090.64,63.88,1980.61
V03060,P016,3,82.18,2029.59,2057.96,28.37,1947.41
V00933,P016,3,92.47,2057.96,2076.35,18.39,1965.49
V08715,P016,2,104.58,2062.24,2069.81,7.57,1957.66
V08109,P016,5,54.07,2064.15,2122.34,58.19,2010.09
V01773,P016,1,80.55,2066.92,2098.91,31.99,1986.37
V02516,P016,2,65.92,2069.81,2117.1,47.29,2003.9
V01670,P016,3,107.01,2076.35,2083.44,7.09,1969.34
V04690,P016,3,74.87,2083.44,2123.56,40.12,2008.57
V00218,P016,4,61.68,2090.64,2144.18,53.54,2028.96
V04117,P016,1,71.94,2098.91,2142.52,43.61,2026.97
V02147,P016,2,61.63,2117.1,2171.46,54.36,2055.48
V07054,P016,5,64.0,2122.34,2176.92,54.58,2058.34
V04769,P016,3,69.06,2123.56,2173.85,50.29,2054.51
V06452,P016,1,102.05,2142.52,2160.25,17.73,2040.47
V02221,P016,4,83.69,2144.18,2184.41,40.23,2060.49
V05695,P016,1,64.57,2160.25,2221.24,60.99,2095.68
V08269,P016,2,71.59,2171.46,2226.61,55.15,2099.87
V05523,P016,3,51.34,2173.85,2249.3,75.45,2122.52
V05969,P016,5,70.67,2176.92,2233.92,57.0,2106.25
V06060,P016,4,107.58,2184.41,2204.82,20.41,2076.83
V05927,P016,4,80.28,2204.82,2252.9,48.08,2124.54
V02416,P016,1,108.36,2221.24,2244.53,23.29,2112.88
V04712,P016,2,58.08,2226.61,2300.88,74.27,2168.53
V06348,P016,5,128.38,2233.92,2240.44,6.52,2105.54
V07100,P016,5,112.57,2240.44,2263.91,23.47,2127.88
V03138,P016,1,100.14,2244.53,2281.49,36.96,2144.39
V04430,P016,3,92.32,2249.3,2301.2,51.9,2156.98
V04322,P016,4,121.79,2252.9,2286.86,33.96,2131.11
V07778,P016,5,107.17,2263.91,2317.11,53.2,2156.74
V03264,P017,1,3.75,3.75,4.83,1.08,0.0
V09682,P017,2,4.57,4.57,5.3,0.73,0.0
V03266,P017,3,4.57,4.57,5.94,1.37,0.0
V09943,P017,4,2.24,2.24,7.9,5.66,0.0
V04156,P017,5,2.35,2.35,8.55,6.2,0.0
V09513,P017,1,5.25,5.25,9.07,3.82,0.0
V04279,P017,2,7.72,7.72,9.5,1.78,0.0
V06047,P017,3,7.27,7.27,9.92,2.65,0.0
V09041,P017,4,10.32,10.32,11.53,1.21,0.0
V00030,P017,5,5.2,8.55,15.05,6.5,3.35
V05487,P017,1,12.62,12.62,13.28,0.66,0.0
V03356,P017,2,6.22,9.5,16.85,7.35,3.28
V01521,P017,3,5.87,9.92,17.7,7.78,4.05
V02760,P017,4,7.47,11.53,17.8,6.27,4.06
V06456,P017,1,9.64,13.28,17.48,4.2,3.64
V06762,P017,5,9.49,15.05,21.46,6.41,5.55
V08082,P017,2,11.9,16.85,20.88,4.03,4.94
V04411,P017,1,6.62,17.48,27.01,9.53,10.86
V03795,P017,3,3.36,17.7,31.28,13.58,14.33
V08179,P017,4,5.08,17.8,29.97,12.17,12.72
V01014,P017,2,5.82,20.88,32.37,11.49,15.05
V04857,P017,5,11.77,21.46,27.77,6.31,9.68
V00635,P017,1,11.3,27.01,34.39,7.38,15.71
V06922,P017,5,8.66,27.77,37.91,10.14,19.1
V02946,P017,4,11.47,29.97,37.44,7.47,18.51
V09603,P017,3,12.36,31.28,38.05,6.77,18.92
V06122,P017,2,8.57,32.37,43.01,10.64,23.8
V04650,P017,1,12.18,34.39,41.78,7.39,22.21
V07640,P017,4,2.97,37.44,54.42,16.98,34.47
V04400,P017,5,19.15,37.91,38.99,1.08,18.76
V06887,P017,3,10.68,38.05,48.11,10.06,27.36
V08622,P017,5,12.73,38.99,47.13,8.14,26.25
V00015,P017,1,13.99,41.78,48.73,6.95,27.79
V09551,P017,2,8.69,43.01,55.6,12.59,34.32
V08503,P017,5,16.46,47.13,52.02,4.89,30.66
V03062,P017,3,10.36,48.11,59.35,11.24,37.74
V05353,P017,1,18.37,48.73,52.28,3.55,30.37
V02037,P017,5,12.88,52.02,61.1,9.08,39.13
V06851,P017,1,12.2,52.28,62.12,9.84,40.08
V02207,P017,4,14.12,54.42,62.4,7.98,40.3
V01101,P017,2,7.94,55.6,69.96,14.36,47.66
V05085,P017,3,20.23,59.35,61.48,2.13,39.12
V02881,P017,5,19.21,61.1,64.28,3.18,41.89
V01068,P017,3,11.38,61.48,72.84,11.36,50.1
V07101,P017,1,2.25,62.12,83.17,21.05,59.87
V05530,P017,4,20.48,62.4,65.31,2.91,41.93
V02903,P017,5,3.52,64.28,84.15,19.87,60.75
V05190,P017,4,19.24,65.31,69.75,4.44,46.08
V07598,P017,4,4.84,69.75,88.62,18.87,64.92
V08991,P017,2,20.78,69.96,72.91,2.95,49.18
V05142,P017,3,7.61,72.84,88.98,16.14,65.23
V02271,P017,2,6.55,72.91,90.31,17.4,66.36
V09935,P017,1,17.03,83.17,90.15,6.98,66.14
V01577,P017,5,3.61,84.15,105.02,20.87,80.53
V01872,P017,4,18.21,88.62,95.24,6.62,70.42
V06337,P017,3,15.41,88.98,98.78,9.8,73.56
V08770,P017,1,10.33,90.15,105.06,14.91,79.82
V08714,P017,2,22.29,90.31,93.28,2.97,68.02
V07245,P017,2,20.52,93.28,98.06,4.78,72.76
V04171,P017,4,11.14,95.24,109.43,14.19,84.1
V08789,P017,2,5.54,98.06,117.91,19.85,92.51
V06646,P017,3,19.74,98.78,104.58,5.8,79.04
V01950,P017,3,24.84,104.58,105.5,0.92,79.73
