vessel_id,vessel_type,cargo_quantity_tons,port_efficiency,plant_priority,unloading_time_hours
V08641,Tanker,25880.455279118647,Medium,Medium,17.25
V08642,Container,24044.723730356014,Low,Medium,24.04
V08643,Cargo,32432.323559311335,Medium,Low,46.62
V08644,Container,28094.99017429486,Low,High,23.88
V08645,Cargo,32375.14411412756,High,Medium,32.38
V08646,Container,30836.31131118651,Low,High,26.21
V08647,Cargo,36100.2297454259,High,Medium,36.1
V08648,Container,32318.773684752367,High,High,18.31
V08649,Cargo,26227.25307864473,Low,High,33.44
V08650,Bulk Carrier,34248.942158577134,Low,Medium,41.1
V08651,Container,22749.35727667869,High,High,12.89
V08652,Container,12462.725685643753,Medium,Medium,10.39
V08653,Tanker,570.2018966288152,Medium,Medium,0.38
V08654,Tanker,28218.22528371924,Low,High,19.19
V08655,Cargo,29737.43371712773,High,Medium,29.74
V08656,Container,48616.42375639786,Medium,High,34.44
V08657,Cargo,18393.17753766664,Low,Medium,27.59
V08658,Bulk Carrier,20009.595520001432,Low,High,20.41
V08659,Tanker,10489.079276438417,High,Medium,5.59
V08660,Cargo,3991.4476142474346,Medium,Medium,4.99
V08661,Cargo,38753.822396656156,Low,Low,66.85
V08662,Tanker,12859.212684796588,Medium,Medium,8.57
V08663,Container,30640.790620986878,Low,Medium,30.64
V08664,Cargo,34544.765259501335,Low,High,44.04
V08665,Tanker,23826.21602093656,Medium,High,13.5
V08666,Container,43879.429594845984,Medium,High,31.08
V08667,Bulk Carrier,22467.844628496576,High,High,15.28
V08668,Tanker,14602.976840567373,High,Low,8.96
V08669,Cargo,44852.768386600306,High,Low,51.58
V08670,Bulk Carrier,43147.432070372844,High,High,29.34
V08671,Container,8619.977380282444,Medium,High,6.11
V08672,Container,1785.070408519087,High,High,1.01
V08673,Tanker,4954.2850393062245,Medium,High,2.81
V08674,Tanker,14684.096228413944,Low,Medium,11.75
V08675,Tanker,48626.860186214675,Medium,High,27.56
V08676,Container,28146.54958146084,High,Medium,18.76
V08677,Bulk Carrier,18976.455735448806,Medium,High,16.13
V08678,Container,44491.44668333094,Medium,Low,42.64
V08679,Cargo,22930.248408185733,Medium,Low,32.96
V08680,Container,16104.312105850546,Medium,High,11.41
V08681,Cargo,47090.366672910044,Medium,Low,67.69
V08682,Bulk Carrier,42551.12447653756,High,Low,39.15
V08683,Tanker,42261.58458326232,Medium,Low,32.4
V08684,Tanker,25858.09478098555,High,Low,15.86
V08685,Container,39577.20074136502,Low,Medium,39.58
V08686,Tanker,9377.991283595318,Medium,Medium,6.25
V08687,Bulk Carrier,28874.53639903406,Low,Medium,34.65
V08688,Tanker,49200.37318095351,High,Medium,26.24
V08689,Container,14902.442310639102,Medium,High,10.56
V08690,Bulk Carrier,39820.440297759924,Low,Low,54.95
V08691,Cargo,24778.681156799328,High,Low,28.5
V08692,Container,2470.3813194933227,Low,High,2.1
V08693,Cargo,38269.460191875536,Medium,High,40.66
V08694,Bulk Carrier,8844.172647409583,Medium,Medium,8.84
V08695,Container,31757.941573071133,Medium,Medium,26.46
V08696,Container,4740.377605325159,High,Low,3.63
V08697,Bulk Carrier,47369.93617605026,Low,High,48.32
V08698,Tanker,14940.332415427865,High,Low,9.16
V08699,Container,11710.002238031047,Low,High,9.95
V08700,Container,6892.252001283548,High,Medium,4.59
V08701,Cargo,47327.108570282864,Medium,Low,68.03
V08702,Tanker,35739.235250844606,Low,Low,32.88
V08703,Cargo,37212.21399154539,Low,High,47.45
V08704,Cargo,25220.525788322106,Low,Low,43.51
V08705,Tanker,23999.02537088893,High,Medium,12.8
V08706,Tanker,5946.051528078094,Medium,Low,4.56
V08707,Bulk Carrier,28212.134231407592,Low,High,28.78
V08708,Tanker,12722.366507885126,High,Low,7.8
V08709,Container,48868.69397362009,Low,Medium,48.87
V08710,Tanker,39930.75653074979,Medium,High,22.63
V08711,Bulk Carrier,20943.106979547934,Low,High,21.36
V08712,Bulk Carrier,7991.392305230885,Medium,Medium,7.99
V08713,Bulk Carrier,39373.918711369806,High,High,26.77
V08714,Tanker,6541.661470525141,High,High,2.97
V08715,Tanker,9872.02079810499,Medium,Low,7.57
V08716,Cargo,10970.265628339257,Medium,High,11.66
V08717,Cargo,28066.086594518172,High,Low,32.28
V08718,Container,39459.30437252313,Medium,Medium,32.88
V08719,Cargo,16058.586496872265,Medium,Medium,20.07
V08720,Container,4691.155806626826,Low,Medium,4.69
V08721,Bulk Carrier,23494.65394445875,High,Medium,18.8
V08722,Cargo,37531.456937416806,High,High,31.9
V08723,Tanker,11472.36023282572,Medium,High,6.5
V08724,Cargo,11386.265127949024,Medium,Low,16.37
V08725,Container,47387.73785366218,Medium,Low,45.41
V08726,Cargo,47730.60949239931,High,Low,54.89
V08727,Bulk Carrier,49528.05373704803,Low,High,50.52
V08728,Tanker,40479.150277951616,High,Low,24.83
V08729,Container,9815.116373813305,Low,High,8.34
V08730,Tanker,10993.085279563436,Medium,Medium,7.33
V08731,Tanker,17341.1494553584,High,High,7.86
V08732,Container,16247.560301007798,Low,Medium,16.25
V08733,Tanker,47848.12357936145,High,Low,29.35
V08734,Tanker,39559.16215264383,Low,High,26.9
V08735,Cargo,36338.43521199692,Low,Low,62.68
V08736,Tanker,9705.179590877526,High,Low,5.95
V08737,Tanker,45521.51518843532,Medium,Medium,30.35
V08738,Tanker,41479.5837855556,High,Low,25.44
V08739,Tanker,8600.271145732222,Medium,High,4.87
V08740,Container,43622.93143206814,Low,Low,50.17
V08741,Bulk Carrier,13976.253050338328,Low,Medium,16.77
V08742,Cargo,4503.052418689249,High,Medium,4.5
V08743,Tanker,33012.70417245339,High,Low,20.25
V08744,Tanker,32863.33063952437,Medium,Medium,21.91
V08745,Container,5199.134473498096,Medium,Low,4.98
V08746,Bulk Carrier,16283.164542360828,High,Medium,13.03
V08747,Tanker,49644.31588164916,Medium,Low,38.06
V08748,Container,34082.12001693247,Medium,Low,32.66
V08749,Cargo,36638.72074686479,High,High,31.14
V08750,Cargo,11039.40563741313,High,High,9.38
V08751,Tanker,4399.712514693759,Low,Low,4.05
V08752,Tanker,14206.633642176414,Low,High,9.66
V08753,Bulk Carrier,12820.470067063003,High,High,8.72
V08754,Bulk Carrier,12109.932987028627,Low,Medium,14.53
V08755,Tanker,10041.338933408459,Medium,High,5.69
V08756,Container,28950.406687442515,High,Medium,19.3
V08757,Bulk Carrier,16741.122054170177,Low,High,17.08
V08758,Tanker,41107.07824485275,High,High,18.64
V08759,Bulk Carrier,9605.397183445508,Low,Low,13.26
V08760,Tanker,23499.040007992953,High,High,10.65
V08761,Cargo,1176.062903090959,Medium,Low,1.69
V08762,Tanker,24343.274961532006,Low,Low,22.4
V08763,Cargo,3263.9919333854823,High,Low,3.75
V08764,Bulk Carrier,48897.31383769586,Medium,Low,56.23
V08765,Tanker,39634.31036819544,Low,High,26.95
V08766,Bulk Carrier,24760.518093504543,Low,Low,34.17
V08767,Cargo,4786.074229877838,High,High,4.07
V08768,Tanker,29826.04931912551,Medium,High,16.9
V08769,Bulk Carrier,38058.80565974294,High,Medium,30.45
V08770,Cargo,9940.504023734891,Low,Medium,14.91
V08771,Bulk Carrier,28626.312868980796,High,Medium,22.9
V08772,Container,40803.43946995196,High,Low,31.28
V08773,Cargo,38528.26499349266,Medium,High,40.94
V08774,Cargo,40248.10488442407,Medium,High,42.76
V08775,Cargo,44026.50953105113,Low,Low,75.95
V08776,Tanker,46915.26405689378,Medium,Medium,31.28
V08777,Tanker,20573.29718257503,High,Medium,10.97
V08778,Tanker,28654.070574882426,Low,High,19.48
V08779,Container,39637.64653925774,Medium,High,28.08
V08780,Container,35008.42079031627,High,High,19.84
V08781,Cargo,49778.25129908675,High,Medium,49.78
V08782,Container,1177.043729679885,Low,High,1.0
V08783,Bulk Carrier,18079.09415813164,Low,Medium,21.69
V08784,Cargo,14410.88235037502,Medium,Medium,18.01
V08785,Cargo,13484.634583193963,Medium,Medium,16.86
V08786,Bulk Carrier,11515.224233694846,Medium,Low,13.24
V08787,Cargo,35601.63012035384,Medium,Low,51.18
V08788,Container,4695.5939271284315,Low,High,3.99
V08789,Tanker,37209.637280195246,High,Medium,19.85
V08790,Bulk Carrier,34824.579179805536,High,High,23.68
V08791,Container,12914.80455879437,Medium,Medium,10.76
V08792,Bulk Carrier,13015.272266675482,Low,High,13.28
V08793,Bulk Carrier,31628.598974552857,Medium,High,26.88
V08794,Cargo,38227.46972144205,Medium,Low,54.95
V08795,Cargo,43886.03784782459,Low,Low,75.7
V08796,Container,42680.90841079655,High,Low,32.72
V08797,Bulk Carrier,48261.70821111073,High,Low,44.4
V08798,Cargo,29278.5523191573,Medium,Medium,36.6
V08799,Cargo,45478.450286347805,Low,High,57.99
V08800,Bulk Carrier,40521.407026390334,High,High,27.55
V08801,Container,44786.04740354367,High,Medium,29.86
V08802,Container,1075.5167636256483,Low,Medium,1.08
V08803,Bulk Carrier,48312.19809735764,Low,High,49.28
V08804,Container,23939.743060900677,High,Low,18.35
V08805,Cargo,40010.05798395472,Medium,Low,57.51
V08806,Bulk Carrier,6796.603907220153,Medium,Low,7.82
V08807,Cargo,20099.084242791716,High,Medium,20.1
V08808,Tanker,13937.30281953905,Medium,High,7.9
V08809,Tanker,14937.109139796383,Medium,Medium,9.96
V08810,Container,6601.153187568646,Low,High,5.61
V08811,Tanker,40385.30971087884,Low,Low,37.15
V08812,Cargo,957.4945717633689,Low,Low,1.65
V08813,Tanker,15969.020120767524,Medium,Low,12.24
V08814,Cargo,9133.321889212544,Low,High,11.64
V08815,Container,29657.427560112854,Low,Low,34.11
V08816,Container,13085.493929419921,High,High,7.42
V08817,Cargo,13320.423499140934,Low,Medium,19.98
V08818,Tanker,24672.738127768276,High,Low,15.13
V08819,Container,32808.10744737582,Medium,Medium,27.34
V08820,Bulk Carrier,6504.5828759756,Low,Medium,7.81
V08821,Container,9187.81689704206,High,High,5.21
V08822,Tanker,12735.149857428622,High,Medium,6.79
V08823,Bulk Carrier,48700.53659883905,High,High,33.12
V08824,Tanker,20159.04874717456,Medium,High,11.42
V08825,Cargo,30150.00948623581,Low,Medium,45.23
V08826,Bulk Carrier,12456.369229440905,Medium,High,10.59
V08827,Tanker,24777.74649529565,High,High,11.23
V08828,Bulk Carrier,4168.899132104923,Medium,High,3.54
V08829,Tanker,2219.7362231551833,Medium,Medium,1.48
V08830,Bulk Carrier,23702.30957766228,High,High,16.12
V08831,Tanker,20233.634732161398,Low,Low,18.61
V08832,Cargo,7275.5758247454705,Low,Medium,10.91
V08833,Bulk Carrier,34536.27073157632,Medium,Medium,34.54
V08834,Bulk Carrier,49648.72279951359,Low,High,50.64
V08835,Bulk Carrier,20084.517649237267,High,Medium,16.07
V08836,Bulk Carrier,31415.652477911026,Low,Low,43.35
V08837,Cargo,48167.30914704204,Medium,Medium,60.21
V08838,Bulk Carrier,41660.981136120325,High,Medium,33.33
V08839,Container,23445.835053482944,High,Medium,15.63
V08840,Cargo,37005.72948076601,High,High,31.45
V08841,Container,6842.684492400939,Medium,Low,6.56
V08842,Bulk Carrier,25849.14084545806,Medium,Low,29.73
V08843,Tanker,14313.483720406859,Low,Low,13.17
V08844,Container,8477.602550859974,Medium,Medium,7.06
V08845,Bulk Carrier,21600.904859599475,High,Low,19.87
V08846,Container,6985.220444463914,Medium,High,4.95
V08847,Bulk Carrier,35099.76285463703,Medium,Medium,35.1
V08848,Bulk Carrier,23083.882180640107,Low,High,23.55
V08849,Bulk Carrier,26791.659311950858,High,Medium,21.43
V08850,Tanker,7745.608964073772,Low,High,5.27
V08851,Container,7418.697224127977,Low,Medium,7.42
V08852,Cargo,29379.06404537614,Low,High,37.46
V08853,Cargo,49257.98251755759,High,Low,56.65
V08854,Cargo,5264.403870267418,Low,Medium,7.9
V08855,Cargo,14643.705714006173,High,Medium,14.64
V08856,Bulk Carrier,43538.22626862543,Low,High,44.41
V08857,Container,4077.4646066342284,Low,High,3.47
V08858,Container,43856.34320766409,High,High,24.85
V08859,Tanker,26452.156177050183,Medium,Medium,17.63
V08860,Container,20709.20530935808,Low,High,17.6
V08861,Container,15829.187935397065,Medium,Low,15.17
V08862,Container,15207.299327328174,Low,High,12.93
V08863,Tanker,15637.2278312492,Medium,High,8.86
V08864,Cargo,44297.752507529694,Medium,High,47.07
V08865,Container,36327.863893651884,Medium,Low,34.81
V08866,Tanker,33651.28888764195,Medium,High,19.07
V08867,Tanker,40038.08287312404,Medium,High,22.69
V08868,Bulk Carrier,13227.175818705176,High,Medium,10.58
V08869,Tanker,31093.11919804691,Medium,Medium,20.73
V08870,Cargo,23273.278828418574,High,High,19.78
V08871,Container,39230.86094240957,Low,Medium,39.23
V08872,Tanker,15808.177468427632,High,High,7.17
V08873,Cargo,32337.34153505984,Medium,High,34.36
V08874,Tanker,44169.514384957016,High,Low,27.09
V08875,Tanker,20406.448571648973,Medium,High,11.56
V08876,Tanker,3797.7933246893417,High,Medium,2.03
V08877,Tanker,26044.515705918744,Low,Medium,20.84
V08878,Tanker,17625.638146447785,Medium,Medium,11.75
V08879,Cargo,33775.15633708516,Medium,Medium,42.22
V08880,Container,47576.129775056004,High,High,26.96
V08881,Container,24537.611740843928,High,Low,18.81
V08882,Container,23576.416392698924,High,Low,18.08
V08883,Container,32901.94760947728,High,High,18.64
V08884,Cargo,5623.126427881601,High,Medium,5.62
V08885,Bulk Carrier,13048.556351788226,Medium,Low,15.01
V08886,Bulk Carrier,45989.476612269726,Low,Low,63.47
V08887,Cargo,33662.15936150643,High,High,28.61
V08888,Cargo,1165.4801771791044,Medium,Medium,1.46
V08889,Tanker,10628.960891671482,Low,Low,9.78
V08890,Tanker,34300.4446684305,Low,High,23.32
V08891,Tanker,38337.76052684742,High,Low,23.51
V08892,Container,42073.04884736507,Medium,Low,40.32
V08893,Tanker,14962.751767411222,Medium,Medium,9.98
V08894,Bulk Carrier,46585.91551573935,Medium,Medium,46.59
V08895,Container,27870.871232105674,Medium,Low,26.71
V08896,Tanker,34978.6816082007,Medium,Medium,23.32
V08897,Container,30038.573707605443,Low,Low,34.54
V08898,Bulk Carrier,6575.632706393712,Low,Low,9.07
V08899,Tanker,48174.175639551555,Low,Low,44.32
V08900,Bulk Carrier,6582.341204760556,Medium,High,5.59
V08901,Bulk Carrier,13116.656842353588,Low,Medium,15.74
V08902,Bulk Carrier,40774.58007103752,Low,Medium,48.93
V08903,Tanker,31120.54959430452,High,Low,19.09
V08904,Cargo,41988.38368612967,Low,Medium,62.98
V08905,Tanker,26028.94132451522,High,Low,15.96
V08906,Bulk Carrier,19161.165150648427,Medium,Medium,19.16
V08907,Tanker,46131.35222761535,Medium,Medium,30.75
V08908,Bulk Carrier,2294.4897169823453,Medium,Low,2.64
V08909,Cargo,42878.44590747577,Medium,Medium,53.6
V08910,Container,11925.480366795191,Low,Low,13.71
V08911,Cargo,42512.448223821404,High,High,36.14
V08912,Cargo,7390.232364135837,Medium,Low,10.62
V08913,Container,29220.838702681755,Medium,Medium,24.35
V08914,Tanker,44461.341991067864,High,High,20.16
V08915,Container,23940.21252149508,High,High,13.57
V08916,Tanker,37455.05035326795,High,Low,22.97
V08917,Tanker,40331.24508385014,High,High,18.28
V08918,Bulk Carrier,36956.46333148057,High,Low,34.0
V08919,Bulk Carrier,46303.821975292616,Low,Medium,55.56
V08920,Container,22618.294410736467,High,Low,17.34
V08921,Cargo,9069.70923867521,Low,High,11.56
V08922,Container,2866.6476532727493,High,Low,2.2
V08923,Tanker,12699.763547056502,High,Low,7.79
V08924,Bulk Carrier,7588.276442071984,Medium,Medium,7.59
V08925,Container,28118.462701006785,Medium,Low,26.95
V08926,Container,9654.794191980734,Medium,Medium,8.05
V08927,Bulk Carrier,2427.218510823873,Medium,High,2.06
V08928,Bulk Carrier,2281.496528999059,Medium,High,1.94
V08929,Bulk Carrier,41662.69016906065,Medium,Low,47.91
V08930,Tanker,29776.771606429727,High,Low,18.26
V08931,Bulk Carrier,18225.22244372222,High,High,12.39
V08932,Cargo,44764.28811564222,Medium,High,47.56
V08933,Container,3974.7322646818234,Medium,High,2.82
V08934,Bulk Carrier,49025.94260002738,Medium,Low,56.38
V08935,Bulk Carrier,31006.44361759582,High,High,21.08
V08936,Tanker,9581.480571458,Medium,Low,7.35
V08937,Tanker,34113.920399359944,Medium,High,19.33
V08938,Container,38287.37235928635,High,High,21.7
V08939,Cargo,21752.467776853337,High,Low,25.02
V08940,Container,43150.814009154594,Low,Medium,43.15
V08941,Bulk Carrier,7961.25416117528,Medium,Low,9.16
V08942,Cargo,14302.460387091613,High,Medium,14.3
V08943,Cargo,5127.871898407494,Low,Low,8.85
V08944,Cargo,10938.453110063932,High,Medium,10.94
V08945,Cargo,12317.07618960168,Low,Medium,18.48
V08946,Container,45922.842950624654,Low,Medium,45.92
V08947,Tanker,4366.429593182233,Medium,Low,3.35
V08948,Tanker,21657.04844929162,Medium,Low,16.6
V08949,Bulk Carrier,26853.735017732193,Low,Low,37.06
V08950,Tanker,44985.30616320696,Medium,Medium,29.99
V08951,Tanker,49885.96282373007,High,Medium,26.61
V08952,Tanker,37792.711688531876,High,Low,23.18
V08953,Tanker,48554.15403316696,Low,Low,44.67
V08954,Bulk Carrier,39461.50606052575,Low,High,40.25
V08955,Container,48178.53072808512,High,High,27.3
V08956,Cargo,35509.90093425053,High,High,30.18
V08957,Tanker,4448.289559828017,Low,High,3.02
V08958,Container,20395.04925613749,High,High,11.56
V08959,Tanker,32506.565548222283,High,Low,19.94
V08960,Tanker,17860.566217985423,Low,Medium,14.29
V08961,Cargo,14032.503946632041,Medium,Medium,17.54
V08962,Cargo,29081.263723088003,High,Low,33.44
V08963,Cargo,46708.342896770526,Medium,Low,67.14
V08964,Tanker,2231.602739049601,Medium,Low,1.71
V08965,Tanker,38576.94457530117,High,High,17.49
V08966,Tanker,36275.00026320904,Medium,High,20.56
V08967,Cargo,48215.69455672021,Low,High,61.48
V08968,Bulk Carrier,46570.20550546091,High,Low,42.84
V08969,Container,38230.511821187545,High,Low,29.31
V08970,Bulk Carrier,26260.233851788635,Medium,Medium,26.26
V08971,Tanker,10611.243885059233,High,Low,6.51
V08972,Tanker,27489.16805711593,High,High,12.46
V08973,Bulk Carrier,38384.92369902286,Medium,Medium,38.38
V08974,Tanker,44835.62602557571,Medium,Low,34.37
V08975,Container,39590.74445592218,High,Medium,26.39
V08976,Tanker,10165.713291957172,High,Medium,5.42
V08977,Container,30184.47255428894,Low,Low,34.71
V08978,Bulk Carrier,16942.586246802173,Low,High,17.28
V08979,Bulk Carrier,955.6805358368281,High,High,0.65
V08980,Tanker,10410.93632153897,High,Medium,5.55
V08981,Container,6104.422171705739,Low,Low,7.02
V08982,Tanker,42214.59661520369,Medium,Low,32.36
V08983,Cargo,13296.059481316694,High,High,11.3
V08984,Cargo,14592.549459933996,Low,Low,25.17
V08985,Cargo,48016.86030404477,Low,Low,82.83
V08986,Cargo,19264.79279091818,High,Medium,19.26
V08987,Tanker,974.4891871475306,High,Low,0.6
V08988,Cargo,14550.384343133757,Low,Low,25.1
V08989,Container,6405.329239789717,High,Low,4.91
V08990,Bulk Carrier,5589.02380592477,Medium,High,4.75
V08991,Bulk Carrier,4335.620861719601,High,High,2.95
V08992,Cargo,29866.343773681176,Low,Medium,44.8
V08993,Cargo,9872.712319678003,Low,High,12.59
V08994,Cargo,18381.51830503002,High,High,15.62
V08995,Tanker,43169.87694843583,Low,High,29.36
V08996,Bulk Carrier,21504.737919915646,Medium,High,18.28
V08997,Cargo,45826.72182755606,High,Medium,45.83
V08998,Container,25147.93364308251,High,Low,19.28
V08999,Cargo,20242.41243456791,Low,Low,34.92
V09000,Bulk Carrier,37644.251890989726,Medium,Low,43.29
V09001,Cargo,4122.167389016104,High,Medium,4.12
V09002,Bulk Carrier,4929.179957629661,Low,High,5.03
V09003,Cargo,32772.69883918655,High,Medium,32.77
V09004,Container,24603.56530534279,Medium,Medium,20.5
V09005,Cargo,39625.55489080091,Low,Medium,59.44
V09006,Container,45855.40644850481,High,Low,35.16
V09007,Container,19724.160444741603,Low,High,16.77
V09008,Cargo,30022.29631593999,Low,Low,51.79
V09009,Container,25284.48307586784,Medium,Medium,21.07
V09010,Tanker,49089.727454300424,Medium,Medium,32.73
V09011,Cargo,41638.67816415146,High,Low,47.88
V09012,Cargo,45631.016559729,Low,Low,78.71
V09013,Container,13089.834335091407,Low,Low,15.05
V09014,Container,38740.05794654842,Low,High,32.93
V09015,Cargo,13640.924637383621,High,Low,15.69
V09016,Tanker,10832.7554047053,Medium,High,6.14
V09017,Container,47241.174902949766,Medium,High,33.46
V09018,Container,1455.568627534399,Low,Low,1.67
V09019,Bulk Carrier,48286.74083133977,High,Medium,38.63
V09020,Tanker,7888.463900945907,Low,Medium,6.31
V09021,Tanker,41062.185048766776,Medium,High,23.27
V09022,Cargo,14158.166376871102,Low,High,18.05
V09023,Tanker,17859.765207821005,Low,High,12.14
V09024,Cargo,11229.506710438256,Low,Medium,16.84
V09025,Bulk Carrier,29482.945102813443,Medium,High,25.06
V09026,Tanker,17730.729601639767,High,High,8.04
V09027,Container,33040.95545498583,Low,Medium,33.04
V09028,Bulk Carrier,1274.5422381322658,Medium,Low,1.47
V09029,Cargo,3686.556733994461,Low,Medium,5.53
V09030,Bulk Carrier,5433.227060196808,High,Low,5.0
V09031,Cargo,21240.187422856437,Low,Low,36.64
V09032,Bulk Carrier,40832.41054666881,High,High,27.77
V09033,Cargo,44464.806563729944,Medium,High,47.24
V09034,Tanker,12618.131633014587,High,Low,7.74
V09035,Container,28931.301349831192,High,High,16.39
V09036,Cargo,38534.067138283724,Medium,Low,55.39
V09037,Bulk Carrier,14797.05678102063,High,High,10.06
V09038,Cargo,20745.882968445523,High,Medium,20.75
V09039,Cargo,26436.72303294284,Medium,Low,38.0
V09040,Cargo,7176.304897198361,High,Low,8.25
V09041,Bulk Carrier,1786.1235394261255,High,High,1.21
V09042,Container,8063.887561255021,Low,Medium,8.06
V09043,Tanker,31529.2542520499,High,High,14.29
V09044,Container,4144.1039459172425,High,Medium,2.76
V09045,Cargo,9889.97006008135,High,High,8.41
V09046,Bulk Carrier,17223.767341917533,Medium,Low,19.81
V09047,Container,4354.568183165134,High,Medium,2.9
V09048,Cargo,9989.113922500905,Medium,Medium,12.49
V09049,Tanker,45607.8545546838,Medium,High,25.84
V09050,Tanker,1455.3070452357456,High,Medium,0.78
V09051,Tanker,32844.88024663093,High,High,14.89
V09052,Cargo,19528.242080301654,High,Medium,19.53
V09053,Bulk Carrier,33796.11260190237,High,High,22.98
V09054,Container,29640.240157988526,High,High,16.8
V09055,Tanker,11563.188340554892,High,High,5.24
V09056,Cargo,42436.869634882736,High,Low,48.8
V09057,Cargo,24851.048939163156,Medium,Medium,31.06
V09058,Container,41215.53293621685,Low,Low,47.4
V09059,Tanker,20597.62054131685,Medium,Low,15.79
V09060,Cargo,49241.934918804334,High,Low,56.63
V09061,Container,38639.223245814166,Low,Low,44.44
V09062,Bulk Carrier,48314.535153072386,Low,Medium,57.98
V09063,Bulk Carrier,25959.160706038012,High,Medium,20.77
V09064,Bulk Carrier,23947.711048389672,High,Low,22.03
V09065,Tanker,37894.96356160026,Medium,Medium,25.26
V09066,Container,44074.417519164796,Low,Medium,44.07
V09067,Container,48225.216895345126,Low,High,40.99
V09068,Cargo,16565.319348608737,High,Medium,16.57
V09069,Cargo,40035.87640521063,High,Low,46.04
V09070,Cargo,10926.957082959067,Low,Medium,16.39
V09071,Container,27505.93016389954,Low,Low,31.63
V09072,Cargo,9402.483346255358,High,Medium,9.4
V09073,Container,17696.169406641773,High,Low,13.57
V09074,Container,46602.23917671973,High,Medium,31.07
V09075,Bulk Carrier,7731.489638767761,Medium,Medium,7.73
V09076,Cargo,31803.844309192227,Medium,Medium,39.75
V09077,Bulk Carrier,29851.236509906466,High,Low,27.46
V09078,Tanker,6476.548459094831,Medium,High,3.67
V09079,Tanker,16635.962666556203,Low,Low,15.31
V09080,Tanker,28367.584473505653,Low,Medium,22.69
V09081,Container,9765.341144930268,High,Low,7.49
V09082,Container,40130.870992434364,Low,Medium,40.13
V09083,Container,48621.747221970116,Low,Medium,48.62
V09084,Cargo,11130.590298142368,Low,High,14.19
V09085,Bulk Carrier,9752.142257133508,Low,Medium,11.7
V09086,Container,23019.28605397351,Low,Medium,23.02
V09087,Bulk Carrier,37514.38121843159,Medium,Medium,37.51
V09088,Bulk Carrier,14439.230206644945,Medium,High,12.27
V09089,Bulk Carrier,1484.05548051538,High,Low,1.37
V09090,Cargo,27290.42108762825,Low,High,34.8
V09091,Cargo,47851.72810448173,Medium,Low,68.79
V09092,Tanker,19868.204342643807,Medium,Medium,13.25
V09093,Tanker,21296.660432063472,Medium,Low,16.33
V09094,Bulk Carrier,48460.63499714488,Low,Low,66.88
V09095,Tanker,34883.076775523055,Medium,Low,26.74
V09096,Bulk Carrier,36099.010180685196,High,Low,33.21
V09097,Cargo,28353.749265867846,High,Medium,28.35
V09098,Cargo,48743.15593773046,Low,High,62.15
V09099,Cargo,34598.89097906503,High,Low,39.79
V09100,Container,44804.12120445589,Medium,Medium,37.34
V09101,Bulk Carrier,35119.25385379445,Low,Medium,42.14
V09102,Cargo,36888.2333295996,High,Medium,36.89
V09103,Bulk Carrier,14875.340646041202,Low,Medium,17.85
V09104,Tanker,15522.19555168404,Medium,Low,11.9
V09105,Tanker,39257.740154013445,High,High,17.8
V09106,Cargo,15186.961313910031,Medium,Medium,18.98
V09107,Bulk Carrier,28357.118504675815,High,High,19.28
V09108,Cargo,12842.939389881747,Low,High,16.37
V09109,Tanker,40940.677350048936,High,High,18.56
V09110,Cargo,5969.816885770655,High,Medium,5.97
V09111,Bulk Carrier,41557.60866820239,High,Medium,33.25
V09112,Tanker,30335.12512512629,Low,Medium,24.27
V09113,Container,9752.021973940326,High,High,5.53
V09114,Tanker,27330.75158255285,Medium,Medium,18.22
V09115,Container,14483.692423943352,Low,Medium,14.48
V09116,Cargo,16511.63306915958,Low,High,21.05
V09117,Cargo,17900.638059045577,Medium,Medium,22.38
V09118,Bulk Carrier,3634.3027251298868,Low,Low,5.02
V09119,Container,49305.10337787016,High,Low,37.8
V09120,Cargo,2060.964092495593,Low,Low,3.56
V09121,Container,33293.59522262178,Medium,Low,31.91
V09122,Cargo,18875.768563992813,Low,High,24.07
V09123,Tanker,32477.509401861596,Medium,Medium,21.65
V09124,Cargo,18134.288527835397,Low,Low,31.28
V09125,Bulk Carrier,33850.656989813506,Medium,Low,38.93
V09126,Tanker,36597.15771868386,Low,Medium,29.28
V09127,Bulk Carrier,34682.35569978242,High,High,23.58
V09128,Tanker,6141.118077228538,Medium,Low,4.71
V09129,Container,33016.215115406885,Medium,Medium,27.51
V09130,Bulk Carrier,14359.383697977817,Low,Medium,17.23
V09131,Cargo,1925.6678431820092,Low,Low,3.32
V09132,Container,21034.118258503222,Low,Low,24.19
V09133,Cargo,21960.38358878815,High,Medium,21.96
V09134,Tanker,23625.119600946102,Low,Medium,18.9
V09135,Tanker,35388.79618684045,Medium,Low,27.13
V09136,Cargo,15787.768552551726,Low,Low,27.23
V09137,Cargo,16106.385398644168,High,Low,18.52
V09138,Container,3497.3366839423993,Low,Low,4.02
V09139,Cargo,34497.650191618646,Low,High,43.98
V09140,Bulk Carrier,28607.391524279406,Medium,Medium,28.61
V09141,Bulk Carrier,17796.54307834251,Low,Low,24.56
V09142,Cargo,35406.854456409055,High,Medium,35.41
V09143,Bulk Carrier,27099.20858673042,Low,Low,37.4
V09144,Cargo,23727.624820591715,Low,High,30.25
V09145,Container,25810.56491122576,Medium,Medium,21.51
V09146,Bulk Carrier,31999.2322007193,Low,High,32.64
V09147,Bulk Carrier,33170.128926442674,Medium,Medium,33.17
V09148,Cargo,14803.4120474655,Medium,High,15.73
